id,title,year,image_url,source,license,country,type
/2020711/DR_4158,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/143327.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4145,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/143449.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4004,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/109902.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4172,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/134344.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4131,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/23109.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4067,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/2508.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4112,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/1749.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4169,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/23130.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4143,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/116340.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4052,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/113232.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_3993,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/110521.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4094,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/7090.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_3998,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/109305.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8329,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/93818.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8315,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/5517.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5851,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/24203.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5831,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/25010.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5790,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/185328.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5763,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/48923.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5762,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/54557.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5759,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/180298.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5719,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/97504.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5718,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/22612.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4506,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/137906.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4465,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/143136.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4349,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/216872.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4303,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/23193.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4302,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/24031.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4292,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/22696.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4287,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/42469.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_20,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/134504.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_17,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/22172.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8407,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/47015.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8363,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/108822.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5772,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/187843.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5735,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/96740.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5730,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/82944.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5726,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/26159.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5701,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/32852.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8372,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/6230.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5755,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/173143.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4480,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/143021.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4204,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/25980.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4197,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/28137.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4192,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/22797.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_30,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/10542.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_28,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/10536.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_25,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/10528.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8380,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/5670.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_36,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/184412.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4176,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/35055.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4167,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/134296.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4136,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/24936.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4127,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/23106.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4124,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/28356.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4181,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/23135.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4149,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/23116.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4262,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/40067.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4129,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/22864.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4109,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/143255.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4086,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/22095.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4068,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/62288.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4051,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/113234.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4037,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/2501.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_3992,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/20904.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4163,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/134322.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4142,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/28405.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/401/item_GJST5SXRAPENI6EO6FYELR2Y67OOMMIV,II maailmasõjaaegne Lõpe-Kaimri tankitõrjeliin,1959,https://www.muis.ee/digitaalhoidla/api/meedia/originaal?id=3c7b1a3f-31bd-453a-a203-1d8a250eba03,Europeana,http://creativecommons.org/licenses/by/4.0/,Estonia,IMAGE
/2020711/DR_8450,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/113020.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8384,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/2747.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8348,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/4468.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5848,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/24096.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5843,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/23743.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5834,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/24923.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5786,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/143614.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5739,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/9776.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5715,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/9600.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5710,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/19625.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4512,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/137825.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4499,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/143011.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4478,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/138501.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4458,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/143129.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4227,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/22801.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4211,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/24751.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4210,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/26345.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4187,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/22969.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_14430,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/17145.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8339,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/2176.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5749,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/110581.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5748,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/110585.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5700,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/26084.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5699,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/26085.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4252,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/47051.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4243,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/81962.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_22,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/21777.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8433,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/22075.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8420,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/23026.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5816,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/33612.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_5808,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/51776.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4221,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/136279.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/22341.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_23,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/24518.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8389,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/4166.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8371,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/109115.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8350,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/2248.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4175,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/134329.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4165,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/134312.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4139,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/23111.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4133,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/7968.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4119,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/7293.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4066,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/4967.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4017,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/109780.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4015,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/109783.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4000,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/131022.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4095,common grave of World War II deaths,2068,http://register.muinas.ee/content/monument/regular/18702.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4093,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/7088.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_3985,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/109303.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_8440,II maailmasõjas hukkunute ühishaud,2067,http://register.muinas.ee/content/monument/regular/25051.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4466,common grave of World War II deaths,2067,http://register.muinas.ee/content/monument/regular/137845.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4171,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/134359.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4148,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/103019.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
/2020711/DR_4117,II maailmasõjas hukkunute ühishaud,2068,http://register.muinas.ee/content/monument/regular/22966.jpg,Europeana,http://creativecommons.org/publicdomain/zero/1.0/,Estonia,IMAGE
